-0.790599 0.504652 1.221;272.497;23 64;0
-0.804839 0.592629 1.212;865.785;20 39;1
-0.835671 0.559636 1.204;142.551;10 48;2
-0.871293 0.621534 1.209;170.392;4 33;3
-0.886724 0.667796 1.222;38.5248;4 23;4
-0.784938 0.471335 1.228;2.78494;25 74;5
-0.859272 0.661051 1.207;54.6728;8 22;6
-0.865938 0.687889 1.204;49.3654;7 15;7
-0.862909 0.70917 1.2;43.3224;8 9;8
-0.865822 0.732011 1.205;22.7925;9 4;9
-0.836627 0.663083 1.21;72.3854;14 21;10
-0.839404 0.69023 1.201;58.5687;13 13;11
-0.841977 0.716649 1.198;50.825;13 6;12
-0.837639 0.736297 1.199;26.7535;15 1;13
-0.809137 0.657633 1.206;55.4848;20 21;14
-0.813704 0.682631 1.201;47.9044;19 14;15
-0.818767 0.704669 1.197;46.4196;18 8;16
-0.824791 0.727216 1.201;20.7516;18 3;17
-0.786686 0.646428 1.204;34.7607;25 23;18
-0.793651 0.669903 1.204;25.2944;24 17;19
-0.795233 0.681543 1.204;28.1323;24 14;20
-0.803548 0.69953 1.207;11.9013;23 10;21
