-0.799231 0.50027 1.217;301.727;20 65;0
-0.813062 0.573104 1.216;504.166;18 45;1
-0.884512 0.588742 1.275;78.557;10 49;2
-0.902354 0.627153 1.269;136.48;6 39;3
-0.913562 0.658951 1.266;64.8858;4 31;4
-0.922008 0.677014 1.268;22.7152;3 27;5
-0.884428 0.679845 1.277;43.6833;13 26;6
-0.887934 0.691482 1.266;50.6877;11 22;7
-0.906474 0.694558 1.267;20.4768;7 22;8
-0.927629 0.692162 1.273;16.7701;3 24;9
-0.865489 0.684459 1.266;40.4816;16 23;10
-0.86612 0.713886 1.26;32.8215;16 15;11
-0.870771 0.730385 1.242;38.4443;13 9;12
-0.89107 0.752231 1.255;33.2095;11 6;13
-0.810123 0.651555 1.209;53.1214;20 23;14
-0.814381 0.683199 1.202;34.2425;19 14;15
-0.822828 0.711628 1.202;33.1865;18 7;16
-0.837326 0.735173 1.213;20.1247;17 3;17
-0.802319 0.630924 1.207;96.0007;21 28;18
-0.797325 0.663252 1.205;30.4964;23 19;19
-0.801454 0.678087 1.195;26.813;21 14;20
-0.929064 0.669534 1.267;7.00331;1 29;21
