-0.73721 0.46377 1.111;299.537;18 63;0
-0.733632 0.521507 1.108;731.604;20 45;1
-0.701014 0.493711 1.128;108.218;32 55;2
-0.677284 0.53174 1.136;82.3046;41 44;3
-0.661412 0.547996 1.13;68.2053;45 38;4
-0.655291 0.55756 1.13;16.2756;47 35;5
-0.710624 0.578553 1.113;130.892;29 28;6
-0.71169 0.613548 1.114;55.0358;30 18;7
-0.718095 0.635357 1.114;31.3884;29 12;8
-0.723018 0.658864 1.117;12.5361;29 6;9
-0.740412 0.586057 1.107;152.588;20 26;10
-0.750165 0.626155 1.108;66.7855;19 15;11
-0.765809 0.659538 1.113;48.7588;17 7;12
-0.774989 0.680836 1.116;27.8113;16 2;13
-0.778548 0.589605 1.12;124.569;12 28;14
-0.775595 0.624969 1.113;52.1711;13 17;15
-0.787725 0.648881 1.114;40.0793;11 11;16
-0.799274 0.67199 1.12;26.1999;10 6;17
-0.797995 0.583404 1.116;72.0781;6 30;18
-0.809945 0.606753 1.117;28.8359;4 24;19
-0.823289 0.628121 1.12;27.6733;2 19;20
-0.828879 0.645464 1.124;21.8829;2 15;21
