-0.796325 0.503972 1.218;345.237;21 64;0
-0.812809 0.578784 1.221;546.768;19 44;1
-0.879398 0.58892 1.267;80.0065;10 48;2
-0.895955 0.622705 1.26;144.737;6 39;3
-0.906113 0.660783 1.254;66.3189;4 29;4
-0.910082 0.678151 1.256;17.5012;4 25;5
-0.886506 0.681442 1.28;57.4096;13 26;6
-0.884427 0.688751 1.261;33.1357;11 22;7
-0.895579 0.688983 1.258;20.3559;8 22;8
-0.879 0.742041 1.238;8.53638;11 6;9
-0.860078 0.67582 1.266;72.4904;17 25;10
-0.859703 0.711568 1.257;60.0014;17 15;11
-0.862872 0.726756 1.237;46.7556;14 9;12
-inf -inf -inf;29.0948;15 4;13
-0.836063 0.675285 1.254;62.679;21 23;14
-0.836547 0.704774 1.241;43.5623;20 14;15
-0.817743 0.71279 1.214;42.6071;21 8;16
-0.821115 0.726636 1.209;23.1471;20 4;17
-0.793215 0.625719 1.206;91.5983;23 29;18
-0.786157 0.656225 1.201;32.3899;25 20;19
-0.79061 0.677581 1.197;29.5767;24 14;20
-0.790373 0.684205 1.195;18.6367;24 12;21
