-0.821432 0.458289 1.203;286.151;11 76;0
-0.809299 0.536457 1.179;718.34;12 51;1
-0.867277 0.544095 1.212;43.3852;3 54;2
-0.825554 0.578075 1.154;158.488;5 37;3
-0.777954 0.684343 1.16;3.86672;22 7;4
-0.775005 0.698014 1.158;4.24817;23 3;5
-0.856978 0.651391 1.186;57.1918;5 22;6
-0.865076 0.679745 1.178;47.6943;3 14;7
-0.872466 0.706282 1.182;46.1663;3 8;8
-0.871994 0.723165 1.176;24.655;3 3;9
-0.816669 0.635242 1.171;96.8665;12 23;10
-0.813063 0.67075 1.176;79.9462;15 14;11
-0.79479 0.690285 1.167;52.8549;19 7;12
-0.782342 0.704954 1.162;27.1401;22 2;13
-0.786541 0.609627 1.147;28.3263;15 26;14
-0.786732 0.606505 1.148;24.2959;15 27;15
-0.863663 0.701935 1.176;9.28016;4 8;16
-0.865362 0.723395 1.179;7.55348;5 3;17
-0.790051 0.64004 1.165;13.7768;18 20;18
-0.768203 0.597545 1.157;13.8843;21 30;19
-0.765852 0.582654 1.156;14.2046;21 34;20
-0.881205 0.693902 1.186;5.71885;1 12;21
