-0.802798 0.496984 1.217;254.034;19 66;0
-0.810388 0.571219 1.212;515.358;18 45;1
-0.889222 0.593083 1.275;75.9017;9 48;2
-0.905199 0.62913 1.273;134.298;6 39;3
-0.913562 0.658951 1.266;64.831;4 31;4
-0.925569 0.683294 1.272;25.9195;3 26;5
-0.878545 0.681756 1.274;38.942;14 25;6
-0.887233 0.690936 1.265;51.4489;11 22;7
-0.904327 0.692913 1.264;20.279;7 22;8
-0.927629 0.692162 1.273;15.9777;3 24;9
-0.864121 0.683378 1.264;39.8114;16 23;10
-0.869811 0.713948 1.259;36.528;15 15;11
-0.869369 0.729209 1.24;36.9607;13 9;12
-inf -inf -inf;29.2001;11 5;13
-0.805432 0.647782 1.202;48.8507;20 23;14
-0.808183 0.681416 1.192;33.002;19 13;15
-0.821459 0.710444 1.2;35.4829;18 7;16
-0.837326 0.735173 1.213;20.9954;17 3;17
-0.802319 0.630924 1.207;103.636;21 28;18
-0.797385 0.660461 1.199;30.2941;22 19;19
-0.939704 0.662434 1.285;3.88294;1 33;20
-0.950507 0.686027 1.289;6.79786;0 28;21
