-0.828661 0.525472 1.211;305.548;12 58;0
-0.810975 0.579911 1.18;530.399;13 39;1
-0.880025 0.583458 1.224;78.0653;3 45;2
-0.859701 0.605418 1.201;137.797;5 36;3
-0.812068 0.609996 1.182;42.0301;14 31;4
-0.803114 0.723331 1.2;3.20637;23 3;5
-0.877795 0.671542 1.207;41.9089;4 20;6
-0.880498 0.691863 1.199;39.84;3 14;7
-0.894005 0.72439 1.204;35.3787;2 7;8
-0.898161 0.745471 1.204;24.9998;2 2;9
-0.846536 0.66195 1.213;90.6875;12 22;10
-0.836566 0.690745 1.203;60.1368;14 13;11
-0.820774 0.709852 1.199;40.0366;18 7;12
-0.812793 0.72927 1.201;15.7459;21 2;13
-0.840513 0.650338 1.206;32.1165;12 24;14
-0.871627 0.695206 1.218;26.9319;8 15;15
-0.882762 0.711121 1.197;19.5062;3 9;16
-0.820572 0.723086 1.202;5.14472;19 4;17
-0.817596 0.66924 1.204;24.4688;18 18;18
-0.791539 0.633247 1.182;16.2563;20 24;19
-0.790334 0.61139 1.191;14.2411;21 31;20
-0.803281 0.716942 1.195;7.92141;22 4;21
