-0.798575 0.499859 1.216;302.282;20 65;0
-0.811725 0.572162 1.214;523.142;18 45;1
-0.891565 0.591029 1.279;84.8322;9 49;2
-0.901831 0.623175 1.269;132.504;6 40;3
-0.914414 0.656953 1.261;63.6464;3 31;4
-0.920554 0.675946 1.266;22.6727;3 27;5
-0.887891 0.682507 1.282;48.3483;13 26;6
-0.885129 0.689297 1.262;50.8984;11 22;7
-0.89622 0.693097 1.258;20.6639;8 21;8
-0.931273 0.694881 1.278;15.629;3 24;9
-0.863563 0.679331 1.264;48.9905;16 24;10
-0.86756 0.711452 1.263;39.2258;16 16;11
-0.867966 0.728033 1.238;38.1094;13 9;12
-inf -inf -inf;26.2995;12 5;13
-0.841811 0.674178 1.25;51.5602;19 23;14
-0.829287 0.695704 1.224;33.2205;19 14;15
-0.815347 0.701726 1.192;34.807;18 8;16
-0.829598 0.731454 1.208;22.1838;18 3;17
-0.801192 0.626622 1.206;97.584;21 29;18
-0.792851 0.65612 1.199;28.7342;23 20;19
-0.797384 0.677533 1.195;25.1685;22 14;20
-0.801914 0.685316 1.194;22.7242;21 12;21
