-0.58859 0.480809 0.99;342.308;42 38;0
-0.656442 0.491721 0.987;524.673;20 36;1
-0.645885 0.538202 0.998;204.502;27 22;2
-0.687997 0.580987 1.003;88.075;17 11;3
-0.709097 0.604411 0.997;39.2217;11 4;4
-0.718929 0.61908 1.003;7.02628;10 1;5
-0.708839 0.523905 0.99;64.0497;6 28;6
-0.737088 0.542003 1.008;6.43904;2 26;7
-0.707635 0.544395 0.994;3.96757;8 22;8
-0.71646 0.602826 0.998;2.72815;9 5;9
-0.704086 0.494996 0.989;59.8822;6 37;10
-0.701421 0.572816 1.016;6.52121;15 16;11
-0.604702 0.493096 0.911;7.63458;22 22;12
-0.709715 0.60784 0.997;2.08574;11 3;13
-0.695013 0.472009 0.995;45.5673;9 45;14
-0.715411 0.545965 0.995;3.37943;6 22;15
-inf -inf -inf;4.44278;12 19;16
-0.669661 0.608895 0.999;1.89969;23 1;17
-0.70111 0.465708 1.016;25.6402;11 50;18
-0.560251 0.471452 1;10.5331;53 42;19
-0.641587 0.534151 0.997;3.78373;28 23;20
-0.734154 0.555814 1.011;1.11296;4 22;21
