-0.754285 0.45552 1.168;229.439;23 72;0
-0.766462 0.53606 1.153;595.356;19 47;1
-0.825203 0.557079 1.182;87.9896;9 46;2
-0.853454 0.597612 1.193;150.207;5 37;3
-0.862383 0.633233 1.186;58.5135;3 27;4
-0.859781 0.650923 1.184;26.5457;4 22;5
-0.832051 0.652567 1.205;45.6636;14 23;6
-0.831373 0.661035 1.182;52.5087;11 18;7
-0.840996 0.663979 1.177;28.4105;8 17;8
-0.862453 0.663233 1.185;14.555;4 19;9
-0.804755 0.641788 1.189;61.0157;18 23;10
-0.815743 0.682023 1.191;43.6323;17 13;11
-0.804999 0.684179 1.159;36.4722;15 8;12
-0.816676 0.695113 1.162;20.5172;13 6;13
-0.785913 0.640863 1.184;60.9771;22 22;14
-0.779368 0.662225 1.168;41.8388;22 14;15
-0.779348 0.679323 1.157;53.244;21 8;16
-0.780245 0.690849 1.142;25.154;19 3;17
-0.750044 0.588439 1.141;88.7819;23 30;18
-0.734987 0.615665 1.135;36.197;27 21;19
-0.733218 0.62748 1.123;28.6165;26 16;20
-0.73815 0.644971 1.121;20.273;25 11;21
