-0.591749 0.585704 1.024;389.086;50 9;0
-0.673317 0.573718 1.026;664.498;25 16;1
-0.642009 0.529706 1.021;183.145;32 28;2
-0.673997 0.492654 1.021;83.8959;21 41;3
-0.685048 0.47223 1.021;46.134;17 48;4
-0.696158 0.465281 1.024;11.9937;14 51;5
-0.727939 0.53878 1.011;20.8409;5 27;6
-0.730527 0.532737 1.011;30.7641;4 29;7
-0.713263 0.53359 1.011;23.7468;9 28;8
-0.706232 0.543539 1.014;0.818352;12 25;9
-0.641123 0.600317 1.016;9.45678;34 5;10
-0.724746 0.550881 1.003;48.8876;5 22;11
-0.699059 0.551767 1.006;29.6234;13 21;12
-inf -inf -inf;0.655146;4 2;13
-0.725693 0.589259 0.994;13.018;5 9;14
-0.71617 0.569506 0.99;35.6506;6 14;15
-0.695081 0.565823 0.996;32.7893;13 15;16
-0.689778 0.574299 1.002;4.32819;16 13;17
-0.717004 0.609101 0.997;24.7285;9 3;18
-0.714669 0.587853 0.988;28.4743;7 8;19
-0.69819 0.58609 0.99;24.6454;12 8;20
-0.699161 0.600039 1.005;7.7524;15 6;21
