-0.826387 0.45581 1.205;269.022;10 77;0
-0.806864 0.531529 1.176;723.93;12 52;1
-0.869358 0.58097 1.202;40.7741;2 43;2
-0.82694 0.569144 1.158;164.134;5 40;3
-0.800418 0.589733 1.155;44.4411;12 33;4
-0.775502 0.589074 1.152;16.5524;18 32;5
-0.853365 0.648645 1.181;52.8083;5 22;6
-0.856407 0.672204 1.173;54.3656;4 15;7
-0.863663 0.701935 1.176;37.3117;4 8;8
-0.861692 0.720327 1.174;19.9617;5 3;9
-0.818908 0.633621 1.175;95.5835;12 24;10
-0.807589 0.669015 1.174;70.6183;16 14;11
-0.790774 0.683454 1.162;54.6868;19 8;12
-0.773667 0.696809 1.156;22.0695;23 3;13
-0.784191 0.601286 1.145;34.9211;15 28;14
-0.785668 0.612218 1.145;25.7096;15 25;15
-0.844878 0.691557 1.169;16.1802;7 9;16
-0.847831 0.711032 1.168;7.17728;7 4;17
-0.765922 0.576982 1.151;30.8919;20 35;18
-0.766445 0.59291 1.155;11.9069;21 31;19
-0.762134 0.576576 1.151;14.7064;21 35;20
-0.771724 0.691739 1.154;10.055;23 4;21
