-0.800801 0.502063 1.183;289.69;14 61;0
-0.78585 0.567157 1.173;786.222;18 41;1
-0.76785 0.536682 1.198;91.553;26 52;2
-0.733563 0.575453 1.204;84.0713;37 41;3
-0.718945 0.591259 1.202;53.4045;41 36;4
-0.710038 0.59277 1.199;11.2617;43 35;5
-0.761697 0.624707 1.179;128.389;27 25;6
-0.763874 0.659462 1.182;50.6274;28 16;7
-0.763083 0.67853 1.183;33.7751;29 11;8
-0.774119 0.709135 1.188;15.842;28 4;9
-0.790133 0.62945 1.174;154.658;19 24;10
-0.798013 0.672841 1.177;64.9279;19 13;11
-0.816725 0.703389 1.187;46.3061;17 7;12
-0.823599 0.723541 1.186;26.926;16 2;13
-0.820455 0.631449 1.178;117.852;12 25;14
-0.826327 0.666507 1.179;43.9957;12 16;15
-0.843565 0.695483 1.186;42.2779;10 10;16
-0.857144 0.71772 1.195;27.5821;9 6;17
-0.845313 0.631549 1.179;50.6315;6 26;18
-0.859781 0.650923 1.184;33.4884;4 22;19
-0.881283 0.67932 1.197;22.8471;2 17;20
-0.887871 0.698407 1.202;25.8208;2 13;21
