-0.804935 0.531182 1.222;276.766;20 57;0
-0.811978 0.586014 1.212;349.165;18 41;1
-0.891314 0.594478 1.278;81.3827;9 48;2
-0.906805 0.626612 1.276;117.928;6 40;3
-0.91729 0.657993 1.272;73.3584;4 32;4
-0.924999 0.675547 1.273;20.6732;3 28;5
-0.894124 0.687298 1.291;45.0397;13 26;6
-0.890829 0.690093 1.271;45.4487;11 23;7
-0.907257 0.691508 1.269;21.8096;7 23;8
-0.921748 0.683179 1.273;14.7286;4 26;9
-0.867663 0.682556 1.27;40.3466;16 24;10
-0.862065 0.706945 1.255;29.8475;16 16;11
-0.873582 0.729141 1.247;36.532;13 10;12
-inf -inf -inf;31.5998;11 6;13
-0.80962 0.647713 1.209;51.6586;20 24;14
-0.811671 0.680926 1.198;34.6297;19 14;15
-0.822871 0.708202 1.203;35.7187;18 8;16
-0.837324 0.731661 1.214;19.1072;17 4;17
-0.805178 0.62974 1.212;96.1637;21 29;18
-0.800861 0.659911 1.205;29.1655;22 20;19
-0.80492 0.677588 1.201;24.2887;21 15;20
-0.814114 0.693301 1.199;19.7806;19 11;21
