-0.793733 0.487487 1.222;285.537;22 69;0
-0.804698 0.585692 1.213;951.991;20 41;1
-0.845273 0.578568 1.203;103.555;8 43;2
-0.876338 0.625133 1.216;181.161;4 33;3
-0.888901 0.669435 1.225;38.5026;4 23;4
-0.896602 0.688668 1.239;7.16183;5 20;5
-0.86271 0.669888 1.217;59.9919;9 21;6
-0.865801 0.696872 1.215;45.1509;9 14;7
-0.865612 0.720712 1.215;44.5575;10 8;8
-0.870547 0.742026 1.224;22.9134;11 4;9
-0.839214 0.671388 1.219;85.1395;15 20;10
-0.839205 0.699294 1.212;59.1069;15 12;11
-0.836794 0.721157 1.209;51.3511;16 6;12
-0.84012 0.744671 1.215;25.8567;17 1;13
-0.811597 0.665906 1.215;64.9721;21 20;14
-0.811514 0.686599 1.21;42.7152;21 14;15
-0.815666 0.714458 1.21;48.6947;21 7;16
-0.818899 0.731257 1.211;22.5718;21 3;17
-0.788378 0.654076 1.212;41.5695;26 22;18
-0.789513 0.672217 1.21;25.3168;26 17;19
-0.79355 0.689484 1.213;25.9517;26 13;20
-0.799291 0.701861 1.213;12.0802;25 10;21
