-0.683445 0.558377 1.018;180.913;20 20;0
-0.67691 0.569829 1.01;157.902;21 15;1
-0.748322 0.582079 1.073;58.3348;12 23;2
-0.756967 0.596524 1.042;54.903;5 15;3
-0.748795 0.591875 1.157;9.72443;26 31;4
-0.707698 0.587766 1.011;19.5687;13 11;5
-0.707318 0.59574 1.014;60.8918;14 9;6
-0.697471 0.566691 1.011;30.1369;15 17;7
-0.698359 0.564508 1.013;6.05159;15 18;8
-0.689144 0.637351 1.056;0.645666;28 2;9
-0.680364 0.59267 1.016;81.8447;22 9;10
-0.675682 0.559657 1.016;37.6118;22 19;11
-0.675249 0.556406 1.016;10.4751;22 20;12
-inf -inf -inf;2.41524;15 1;13
-0.659032 0.588918 1.021;82.9221;29 10;14
-0.652916 0.55463 1.018;21.675;29 20;15
-0.689551 0.61839 1.025;4.46932;22 3;16
-0.690418 0.616526 1.021;3.15426;21 3;17
-0.643586 0.585191 1.024;31.6442;34 11;18
-0.649146 0.55302 1.029;15.3386;32 22;19
-0.724012 0.593227 1.127;5.22637;28 26;20
0 0 0;0;0 0;0
