-0.582905 0.465245 0.982;329.124;42 42;0
-0.652105 0.480166 0.982;533.875;20 39;1
-0.639232 0.521469 0.99;221.607;27 26;2
-0.676687 0.568144 0.993;91.9719;18 13;3
-0.694385 0.591026 0.988;49.98;13 6;4
-0.706696 0.611035 0.991;12.0944;11 1;5
-0.702893 0.513877 0.983;62.3643;6 30;6
-0.715254 0.535102 0.992;6.40776;5 25;7
-0.703578 0.538431 0.989;2.85042;8 23;8
-inf -inf -inf;2.1356;9 6;9
-0.699292 0.483218 0.984;62.0084;6 40;10
-0.687067 0.562918 1.006;6.6356;17 17;11
-0.683882 0.577511 0.997;6.5624;17 11;12
-0.705214 0.611874 1;1.97903;13 2;13
-0.698895 0.465202 0.992;45.8096;7 47;14
-0.729612 0.496215 1.007;2.63543;2 40;15
-0.699967 0.545102 0.998;2.93474;11 22;16
-0.669661 0.608895 0.999;1.89969;23 1;17
-0.69481 0.453984 1.003;24.7823;10 52;18
-0.552624 0.456372 0.993;10.5106;54 46;19
-0.705001 0.53952 0.991;1.05562;8 23;20
-0.734154 0.555814 1.011;1.11296;4 22;21
