-0.595733 0.572704 1.01;313.97;46 11;0
-0.662618 0.558853 1.011;740.49;25 18;1
-0.631838 0.517978 1.011;168.153;33 30;2
-0.659185 0.487328 1.019;97.8905;25 42;3
-0.671957 0.459645 1.023;59.8422;21 52;4
-0.676759 0.451387 1.032;12.0192;21 56;5
-0.727863 0.534457 1.001;21.2062;3 27;6
-0.718809 0.520545 1.001;34.9481;5 31;7
-0.696735 0.522639 0.998;24.3248;11 29;8
-0.728145 0.603868 0.982;2.14645;3 3;9
-0.717072 0.548583 0.986;15.6778;4 20;10
-0.711515 0.537289 0.991;39.371;6 24;11
-0.695281 0.538609 0.992;31.6095;11 23;12
-0.685226 0.545346 0.996;4.01677;15 21;13
-0.517046 0.584382 1.011;51.8466;72 5;14
-0.714925 0.558311 0.98;28.1807;4 16;15
-0.695198 0.556172 0.982;31.2836;10 16;16
-0.682894 0.568567 0.992;4.32075;16 13;17
-0.714995 0.599629 0.985;29.8537;7 4;18
-0.496231 0.569042 1.014;18.6205;79 10;19
-0.699006 0.576799 0.977;19.4921;9 9;20
-0.693823 0.585273 0.983;7.09576;12 7;21
