-0.588185 0.570897 1.008;280.896;48 11;0
-0.657058 0.55944 1.007;757.551;26 17;1
-0.631104 0.519712 1.015;170.547;34 30;2
-0.662762 0.487098 1.025;114.278;25 43;3
-0.683454 0.468426 1.035;55.191;20 51;4
-0.692913 0.461184 1.046;10.1198;19 55;5
-0.732909 0.53604 1.003;21.149;2 27;6
-0.716408 0.521666 0.997;30.5471;5 30;7
-0.698775 0.522035 0.996;33.2861;10 29;8
-0.731852 0.606942 0.987;2.61049;3 3;9
-0.542244 0.581396 1.007;45.1034;63 6;10
-0.7105 0.537217 0.984;42.079;5 23;11
-0.691605 0.540802 0.991;37.8652;12 22;12
-0.685226 0.545346 0.996;6.37329;15 21;13
-0.716157 0.579204 0.976;16.9235;4 9;14
-0.711847 0.558737 0.975;29.5914;4 15;15
-0.69176 0.557967 0.987;25.2863;12 16;16
-0.68396 0.563744 0.995;3.73886;16 15;17
-0.706284 0.592324 0.973;26.6437;7 4;18
-0.710362 0.57681 0.973;26.848;5 9;19
-0.69686 0.575028 0.974;19.4712;9 9;20
-0.692277 0.589231 0.985;8.36167;13 6;21
