-0.784486 0.471055 1.197;278.438;20 71;0
-0.794 0.575462 1.191;996.518;19 41;1
-0.832313 0.55175 1.194;79.0764;9 49;2
-0.854691 0.615536 1.191;169.08;5 32;3
-0.870034 0.655227 1.199;45.565;4 23;4
-0.879847 0.682823 1.214;5.74671;5 18;5
-0.84834 0.665612 1.195;40.0933;9 19;6
-0.859381 0.692382 1.199;43.5107;8 13;7
-0.851363 0.708848 1.195;42.206;10 8;8
-0.849921 0.724445 1.195;23.0021;11 4;9
-0.824068 0.659271 1.197;68.0033;15 20;10
-0.823972 0.6866 1.19;56.8405;15 12;11
-0.82995 0.712285 1.193;49.2756;15 6;12
-0.822142 0.728735 1.189;27.3857;17 1;13
-0.797419 0.657673 1.193;51.915;21 19;14
-0.802736 0.679697 1.19;41.2265;20 13;15
-0.80434 0.698131 1.188;49.5693;20 8;16
-0.805375 0.71918 1.191;22.7159;21 3;17
-0.775006 0.649736 1.19;36.8002;26 20;18
-0.781599 0.665983 1.191;18.2073;25 16;19
-0.781848 0.67637 1.189;21.4552;25 13;20
-0.786771 0.690867 1.194;13.5861;25 10;21
