-0.740015 0.458558 1.105;339.893;16 64;0
-0.732577 0.518556 1.101;755.299;19 45;1
-0.70525 0.489163 1.124;97.4983;30 56;2
-0.679792 0.52564 1.129;81.3053;39 45;3
-0.662258 0.542971 1.126;67.0818;44 39;4
-0.656152 0.552495 1.126;21.5254;46 36;5
-0.708708 0.576994 1.11;131.691;29 28;6
-0.711261 0.610024 1.114;49.0211;30 19;7
-0.714224 0.637901 1.113;29.6391;30 11;8
-0.725607 0.661224 1.121;14.0095;29 6;9
-0.739074 0.584998 1.105;156.487;20 26;10
-0.743676 0.623375 1.104;61.7084;20 15;11
-0.759165 0.656569 1.109;47.1455;18 7;12
-0.766365 0.678929 1.115;27.8231;18 2;13
-0.775073 0.586973 1.115;118.491;12 28;14
-0.775995 0.622724 1.108;46.3173;12 17;15
-0.78367 0.651409 1.113;38.5698;12 10;16
-0.795894 0.675139 1.12;26.1075;11 5;17
-0.808384 0.58864 1.125;59.9174;5 30;18
-0.808355 0.608776 1.114;29.9955;4 23;19
-0.815454 0.627837 1.114;29.4228;3 18;20
-0.832515 0.651579 1.128;24.87;2 14;21
