-0.742306 0.463077 1.108;300.679;16 63;0
-0.735588 0.523797 1.105;737.421;19 44;1
-0.709642 0.492209 1.131;106.175;30 56;2
-0.681862 0.530389 1.132;76.9532;39 44;3
-0.668346 0.54853 1.13;65.0698;43 38;4
-0.661979 0.557402 1.136;18.6135;46 36;5
-0.713593 0.578417 1.112;130.458;28 28;6
-0.717279 0.615636 1.117;50.9324;29 18;7
-0.715034 0.635454 1.115;30.3361;30 12;8
-0.726255 0.661813 1.122;11.6403;29 6;9
-0.745469 0.587565 1.109;151.532;19 26;10
-0.757376 0.629513 1.113;66.5293;18 15;11
-0.767873 0.661316 1.116;49.7806;17 7;12
-0.771703 0.680792 1.117;23.571;17 2;13
-0.77348 0.588943 1.112;124.71;12 27;14
-0.778096 0.62441 1.111;50.2665;12 17;15
-0.790478 0.654381 1.117;38.7098;11 10;16
-0.802103 0.677634 1.123;25.5037;10 5;17
-0.80317 0.58805 1.117;63.2308;5 29;18
-0.814549 0.611012 1.117;32.21;3 23;19
-0.821729 0.630173 1.117;25.3595;2 18;20
-0.831777 0.651002 1.127;23.2709;2 14;21
