-0.690482 0.560644 1.035;201.589;21 22;0
-0.668282 0.56453 1.008;159.775;23 16;1
-0.73747 0.579044 1.062;73.2294;13 22;2
-0.749578 0.593693 1.031;51.3848;5 14;3
-0.749154 0.591471 1.164;13.1552;27 32;4
-0.702033 0.585476 1.008;18.0637;14 11;5
-0.700955 0.592836 1.01;57.7814;15 9;6
-0.694712 0.564449 1.007;27.1498;15 17;7
-0.698359 0.564508 1.013;6.01276;15 18;8
-0.730961 0.608601 1.026;1.78016;10 8;9
-0.673063 0.585936 1.011;75.5225;23 10;10
-0.670798 0.558484 1.008;34.4475;22 18;11
-0.671925 0.553668 1.011;9.93149;22 20;12
-0.708834 0.625329 1.026;2.14237;17 2;13
-0.654342 0.58732 1.019;77.8382;30 10;14
-0.649838 0.551581 1.019;18.9392;30 21;15
-0.682957 0.609551 1.016;8.05044;22 4;16
-0.706443 0.614718 1.019;3.90126;16 4;17
-0.640228 0.585028 1.018;27.7176;34 10;18
-0.65675 0.55906 1.047;19;33 23;19
-0.716907 0.593163 1.121;6.3492;29 25;20
0 0 0;0;0 0;0
