N32
0.505518;0.567187;1.17755
0.512219;0.584771;1.15094
0.403249;0.572594;1.11697
0.27217;0.562962;1.09136
0.135441;0.562013;1.06938
0.0321457;0.540576;1.06642
0.0743245;0.546009;1.06436
0.199836;0.554047;1.06861
0.336254;0.568738;1.09417
0.533277;0.553797;1.1625
0.597583;0.500179;1.18827
0.566101;0.512755;1.15999
0.463274;0.548394;1.10722
0.287124;0.535883;1.05986
0.166879;0.514102;1.04924
0.0884893;0.468826;1.05668
0.121167;0.473614;1.05369
0.226123;0.511939;1.05253
0.356768;0.531069;1.06745
0.481618;0.522999;1.09462
0.571697;0.488744;1.13258
0.605013;0.472448;1.14494
0.552141;0.496373;1.11399
0.45829;0.538688;1.07584
0.327825;0.537344;1.05176
0.154948;0.520924;1.04113
0.0681099;0.483634;1.05797
0.107893;0.488213;1.05227
0.219929;0.517837;1.03977
0.400119;0.532916;1.05715
0.509569;0.537234;1.08762
0.568383;0.523244;1.11687
