N34
0.527774;0.571511;1.22925
0.452166;0.573357;1.16334
0.348451;0.573089;1.11647
0.251301;0.55197;1.08383
0.136877;0.514154;1.06839
0.111311;0.483175;1.08294
0.146581;0.491778;1.08256
0.243776;0.521304;1.08625
0.363545;0.548818;1.11029
0.52632;0.529192;1.17687
0.583649;0.496797;1.2048
0.618617;0.475671;1.21833
0.596967;0.481982;1.19006
0.482593;0.519847;1.12456
0.36303;0.533071;1.08606
0.24989;0.521043;1.07147
0.169811;0.495009;1.07253
0.121927;0.462925;1.08411
0.221017;0.492691;1.08254
0.317715;0.518088;1.08712
0.427194;0.521708;1.10811
0.519715;0.506075;1.13767
0.574621;0.48541;1.16171
0.554962;0.492431;1.14001
0.475084;0.522026;1.10615
0.329991;0.533224;1.07333
0.228109;0.518013;1.06325
0.144405;0.483466;1.07193
0.0977534;0.449426;1.08948
0.195371;0.488738;1.06991
0.292007;0.519137;1.06628
0.398142;0.525055;1.07447
0.513551;0.508372;1.10001
0.554269;0.493644;1.116
